/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Running Unseeded (Random)
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
/hpc/group/yizhanglab/vk93/sthd-codex/run_exp.py:105: FutureWarning: In the future, the default backend for leiden will be igraph instead of leidenalg.

 To achieve the future defaults please pass: flavor="igraph" and n_iterations=2.  directed must also be False to work with igraph's implementation.
  sc.tl.leiden(adata, resolution=1.0, key_added='vgae_leiden')
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:23,  2.65it/s]  3%|▎         | 2/64 [00:00<00:22,  2.70it/s]  5%|▍         | 3/64 [00:01<00:21,  2.82it/s]  6%|▋         | 4/64 [00:01<00:20,  2.96it/s]  8%|▊         | 5/64 [00:01<00:19,  2.96it/s]  9%|▉         | 6/64 [00:02<00:19,  3.00it/s] 11%|█         | 7/64 [00:02<00:18,  3.05it/s] 12%|█▎        | 8/64 [00:02<00:17,  3.12it/s] 14%|█▍        | 9/64 [00:02<00:17,  3.17it/s] 16%|█▌        | 10/64 [00:03<00:16,  3.21it/s] 17%|█▋        | 11/64 [00:03<00:16,  3.17it/s] 19%|█▉        | 12/64 [00:03<00:16,  3.13it/s] 20%|██        | 13/64 [00:04<00:16,  3.10it/s] 22%|██▏       | 14/64 [00:04<00:15,  3.17it/s] 23%|██▎       | 15/64 [00:04<00:15,  3.14it/s] 25%|██▌       | 16/64 [00:05<00:15,  3.15it/s] 27%|██▋       | 17/64 [00:05<00:14,  3.23it/s] 28%|██▊       | 18/64 [00:05<00:14,  3.20it/s] 30%|██▉       | 19/64 [00:06<00:14,  3.21it/s] 31%|███▏      | 20/64 [00:06<00:13,  3.23it/s] 33%|███▎      | 21/64 [00:06<00:13,  3.24it/s] 34%|███▍      | 22/64 [00:07<00:13,  3.23it/s] 36%|███▌      | 23/64 [00:07<00:12,  3.18it/s] 38%|███▊      | 24/64 [00:07<00:14,  2.85it/s] 39%|███▉      | 25/64 [00:08<00:15,  2.56it/s] 41%|████      | 26/64 [00:08<00:14,  2.71it/s] 42%|████▏     | 27/64 [00:08<00:13,  2.82it/s] 44%|████▍     | 28/64 [00:09<00:12,  2.84it/s] 45%|████▌     | 29/64 [00:09<00:12,  2.91it/s] 47%|████▋     | 30/64 [00:09<00:11,  2.96it/s] 48%|████▊     | 31/64 [00:10<00:11,  2.93it/s] 50%|█████     | 32/64 [00:10<00:10,  3.03it/s] 52%|█████▏    | 33/64 [00:10<00:10,  3.06it/s] 53%|█████▎    | 34/64 [00:11<00:09,  3.08it/s] 55%|█████▍    | 35/64 [00:11<00:09,  3.12it/s] 56%|█████▋    | 36/64 [00:11<00:08,  3.21it/s] 58%|█████▊    | 37/64 [00:12<00:08,  3.22it/s] 59%|█████▉    | 38/64 [00:12<00:08,  3.00it/s] 61%|██████    | 39/64 [00:12<00:08,  3.06it/s] 62%|██████▎   | 40/64 [00:13<00:07,  3.10it/s] 64%|██████▍   | 41/64 [00:13<00:07,  3.00it/s] 66%|██████▌   | 42/64 [00:13<00:07,  3.05it/s] 67%|██████▋   | 43/64 [00:14<00:06,  3.10it/s] 69%|██████▉   | 44/64 [00:14<00:06,  3.17it/s] 70%|███████   | 45/64 [00:14<00:06,  3.14it/s] 72%|███████▏  | 46/64 [00:15<00:05,  3.15it/s] 73%|███████▎  | 47/64 [00:15<00:05,  3.19it/s] 75%|███████▌  | 48/64 [00:15<00:05,  3.10it/s] 77%|███████▋  | 49/64 [00:16<00:05,  2.84it/s] 78%|███████▊  | 50/64 [00:16<00:05,  2.71it/s] 80%|███████▉  | 51/64 [00:16<00:05,  2.60it/s] 81%|████████▏ | 52/64 [00:17<00:04,  2.55it/s] 83%|████████▎ | 53/64 [00:17<00:04,  2.47it/s] 84%|████████▍ | 54/64 [00:18<00:04,  2.48it/s] 86%|████████▌ | 55/64 [00:18<00:03,  2.46it/s] 88%|████████▊ | 56/64 [00:19<00:03,  2.43it/s] 89%|████████▉ | 57/64 [00:19<00:02,  2.56it/s] 91%|█████████ | 58/64 [00:19<00:02,  2.71it/s] 92%|█████████▏| 59/64 [00:20<00:01,  2.85it/s] 94%|█████████▍| 60/64 [00:20<00:01,  2.96it/s] 95%|█████████▌| 61/64 [00:20<00:00,  3.05it/s] 97%|█████████▋| 62/64 [00:20<00:00,  3.06it/s] 98%|█████████▊| 63/64 [00:21<00:00,  3.16it/s]100%|██████████| 64/64 [00:21<00:00,  3.17it/s]100%|██████████| 64/64 [00:21<00:00,  2.97it/s]
Iter 0 | Total: 56.1200 | LL: -52.9507 | CE: 10.5646
Iter 1 | Total: 41.9363 | LL: -38.7896 | CE: 10.4890
Iter 2 | Total: 35.4798 | LL: -32.3708 | CE: 10.3635
Iter 3 | Total: 32.1975 | LL: -29.1253 | CE: 10.2407
Iter 4 | Total: 30.2455 | LL: -27.2049 | CE: 10.1353
Iter 5 | Total: 28.8686 | LL: -25.8532 | CE: 10.0515
Iter 6 | Total: 27.7583 | LL: -24.7614 | CE: 9.9895
Iter 7 | Total: 26.7896 | LL: -23.8048 | CE: 9.9494
Iter 8 | Total: 25.9126 | LL: -22.9331 | CE: 9.9318
Iter 9 | Total: 25.1080 | LL: -22.1266 | CE: 9.9377
Iter 10 | Total: 24.3697 | LL: -21.3792 | CE: 9.9682
Iter 11 | Total: 23.6966 | LL: -20.6893 | CE: 10.0243
Iter 12 | Total: 23.0886 | LL: -20.0565 | CE: 10.1069
Iter 13 | Total: 22.5471 | LL: -19.4821 | CE: 10.2166
Iter 14 | Total: 22.0736 | LL: -18.9675 | CE: 10.3535
Iter 15 | Total: 21.6684 | LL: -18.5132 | CE: 10.5173
Iter 16 | Total: 21.3291 | LL: -18.1170 | CE: 10.7073
Iter 17 | Total: 21.0510 | LL: -17.7744 | CE: 10.9221
Iter 18 | Total: 20.8277 | LL: -17.4797 | CE: 11.1600
Iter 19 | Total: 20.6524 | LL: -17.2267 | CE: 11.4189
Iter 20 | Total: 20.5182 | LL: -17.0092 | CE: 11.6967
Iter 21 | Total: 20.4188 | LL: -16.8215 | CE: 11.9912
Iter 22 | Total: 20.3488 | LL: -16.6587 | CE: 12.3003
Iter 23 | Total: 20.3034 | LL: -16.5167 | CE: 12.6224
Iter 24 | Total: 20.2789 | LL: -16.3922 | CE: 12.9557
Iter 25 | Total: 20.2721 | LL: -16.2824 | CE: 13.2990
Iter 26 | Total: 20.2804 | LL: -16.1851 | CE: 13.6508
Iter 27 | Total: 20.3014 | LL: -16.0985 | CE: 14.0097
Iter 28 | Total: 20.3332 | LL: -16.0209 | CE: 14.3745
Iter 29 | Total: 20.3741 | LL: -15.9511 | CE: 14.7435
Iter 0 | Total: 56.4003 | LL: -53.3263 | CE: 10.2465
Iter 1 | Total: 42.2622 | LL: -39.2133 | CE: 10.1628
Iter 2 | Total: 35.7085 | LL: -32.6995 | CE: 10.0297
Iter 3 | Total: 32.3431 | LL: -29.3706 | CE: 9.9085
Iter 4 | Total: 30.3139 | LL: -27.3709 | CE: 9.8102
Iter 5 | Total: 28.8627 | LL: -25.9420 | CE: 9.7357
Iter 6 | Total: 27.6817 | LL: -24.7764 | CE: 9.6842
Iter 7 | Total: 26.6479 | LL: -23.7512 | CE: 9.6557
Iter 8 | Total: 25.7144 | LL: -22.8192 | CE: 9.6504
Iter 9 | Total: 24.8627 | LL: -21.9620 | CE: 9.6692
Iter 10 | Total: 24.0849 | LL: -21.1711 | CE: 9.7125
Iter 11 | Total: 23.3769 | LL: -20.4426 | CE: 9.7811
Iter 12 | Total: 22.7390 | LL: -19.7763 | CE: 9.8756
Iter 13 | Total: 22.1744 | LL: -19.1756 | CE: 9.9962
Iter 14 | Total: 21.6868 | LL: -18.6439 | CE: 10.1430
Iter 15 | Total: 21.2762 | LL: -18.1815 | CE: 10.3156
Iter 16 | Total: 20.9380 | LL: -17.7840 | CE: 10.5132
Iter 17 | Total: 20.6639 | LL: -17.4434 | CE: 10.7350
Iter 18 | Total: 20.4443 | LL: -17.1504 | CE: 10.9796
Iter 19 | Total: 20.2707 | LL: -16.8971 | CE: 11.2455
Iter 20 | Total: 20.1360 | LL: -16.6766 | CE: 11.5311
Iter 21 | Total: 20.0343 | LL: -16.4839 | CE: 11.8349
Iter 22 | Total: 19.9612 | LL: -16.3146 | CE: 12.1553
Iter 23 | Total: 19.9126 | LL: -16.1654 | CE: 12.4905
Iter 24 | Total: 19.8853 | LL: -16.0335 | CE: 12.8391
Iter 25 | Total: 19.8762 | LL: -15.9164 | CE: 13.1994
Iter 26 | Total: 19.8830 | LL: -15.8121 | CE: 13.5696
Iter 27 | Total: 19.9032 | LL: -15.7188 | CE: 13.9481
Iter 28 | Total: 19.9348 | LL: -15.6350 | CE: 14.3329
Iter 29 | Total: 19.9761 | LL: -15.5594 | CE: 14.7225
Iter 0 | Total: 40.3513 | LL: -37.2851 | CE: 10.2205
Iter 1 | Total: 34.2560 | LL: -31.2191 | CE: 10.1229
Iter 2 | Total: 30.9867 | LL: -27.9946 | CE: 9.9735
Iter 3 | Total: 28.9544 | LL: -25.9949 | CE: 9.8648
Iter 4 | Total: 27.4682 | LL: -24.5251 | CE: 9.8106
Iter 5 | Total: 26.2618 | LL: -23.3185 | CE: 9.8110
Iter 6 | Total: 25.2335 | LL: -22.2736 | CE: 9.8661
Iter 7 | Total: 24.3436 | LL: -21.3507 | CE: 9.9765
Iter 8 | Total: 23.5736 | LL: -20.5308 | CE: 10.1426
Iter 9 | Total: 22.9107 | LL: -19.8015 | CE: 10.3639
Iter 10 | Total: 22.3464 | LL: -19.1548 | CE: 10.6384
Iter 11 | Total: 21.8763 | LL: -18.5874 | CE: 10.9632
Iter 12 | Total: 21.4972 | LL: -18.0969 | CE: 11.3344
Iter 13 | Total: 21.2037 | LL: -17.6792 | CE: 11.7483
Iter 14 | Total: 20.9866 | LL: -17.3263 | CE: 12.2010
Iter 15 | Total: 20.8345 | LL: -17.0279 | CE: 12.6887
Iter 16 | Total: 20.7361 | LL: -16.7738 | CE: 13.2076
Iter 17 | Total: 20.6821 | LL: -16.5559 | CE: 13.7539
Iter 18 | Total: 20.6646 | LL: -16.3677 | CE: 14.3231
Iter 19 | Total: 20.6774 | LL: -16.2044 | CE: 14.9102
Iter 20 | Total: 20.7151 | LL: -16.0620 | CE: 15.5102
Iter 21 | Total: 20.7728 | LL: -15.9373 | CE: 16.1184
Iter 22 | Total: 20.8467 | LL: -15.8277 | CE: 16.7299
Iter 23 | Total: 20.9331 | LL: -15.7310 | CE: 17.3403
Iter 24 | Total: 21.0290 | LL: -15.6454 | CE: 17.9455
Iter 25 | Total: 21.1320 | LL: -15.5693 | CE: 18.5423
Iter 26 | Total: 21.2399 | LL: -15.5015 | CE: 19.1279
Iter 27 | Total: 21.3510 | LL: -15.4410 | CE: 19.7002
Iter 28 | Total: 21.4640 | LL: -15.3867 | CE: 20.2575
Iter 29 | Total: 21.5775 | LL: -15.3380 | CE: 20.7986
Iter 0 | Total: 51.4123 | LL: -48.3125 | CE: 10.3328
Iter 1 | Total: 39.5484 | LL: -36.4771 | CE: 10.2375
Iter 2 | Total: 33.8428 | LL: -30.8184 | CE: 10.0814
Iter 3 | Total: 30.8721 | LL: -27.8899 | CE: 9.9407
Iter 4 | Total: 29.0629 | LL: -26.1130 | CE: 9.8331
Iter 5 | Total: 27.7553 | LL: -24.8291 | CE: 9.7540
Iter 6 | Total: 26.6883 | LL: -23.7794 | CE: 9.6964
Iter 7 | Total: 25.7617 | LL: -22.8648 | CE: 9.6563
Iter 8 | Total: 24.9350 | LL: -22.0450 | CE: 9.6336
Iter 9 | Total: 24.1901 | LL: -21.3011 | CE: 9.6300
Iter 10 | Total: 23.5190 | LL: -20.6245 | CE: 9.6485
Iter 11 | Total: 22.9183 | LL: -20.0108 | CE: 9.6918
Iter 12 | Total: 22.3860 | LL: -19.4575 | CE: 9.7618
Iter 13 | Total: 21.9205 | LL: -18.9627 | CE: 9.8594
Iter 14 | Total: 21.5192 | LL: -18.5239 | CE: 9.9846
Iter 15 | Total: 21.1785 | LL: -18.1375 | CE: 10.1367
Iter 16 | Total: 20.8943 | LL: -17.7999 | CE: 10.3145
Iter 17 | Total: 20.6622 | LL: -17.5073 | CE: 10.5164
Iter 18 | Total: 20.4777 | LL: -17.2555 | CE: 10.7407
Iter 19 | Total: 20.3350 | LL: -17.0394 | CE: 10.9853
Iter 20 | Total: 20.2282 | LL: -16.8536 | CE: 11.2485
Iter 21 | Total: 20.1516 | LL: -16.6931 | CE: 11.5283
Iter 22 | Total: 20.1004 | LL: -16.5535 | CE: 11.8232
Iter 23 | Total: 20.0706 | LL: -16.4311 | CE: 12.1315
Iter 24 | Total: 20.0588 | LL: -16.3232 | CE: 12.4518
Iter 25 | Total: 20.0624 | LL: -16.2276 | CE: 12.7825
Iter 26 | Total: 20.0791 | LL: -16.1425 | CE: 13.1222
Iter 27 | Total: 20.1071 | LL: -16.0664 | CE: 13.4692
Iter 28 | Total: 20.1447 | LL: -15.9981 | CE: 13.8221
Iter 29 | Total: 20.1903 | LL: -15.9366 | CE: 14.1792
Iter 0 | Total: 41.0034 | LL: -37.8906 | CE: 10.3759
Iter 1 | Total: 34.3827 | LL: -31.2969 | CE: 10.2861
Iter 2 | Total: 30.9968 | LL: -27.9536 | CE: 10.1440
Iter 3 | Total: 28.9878 | LL: -25.9779 | CE: 10.0331
Iter 4 | Total: 27.5659 | LL: -24.5756 | CE: 9.9679
Iter 5 | Total: 26.4237 | LL: -23.4389 | CE: 9.9492
Iter 6 | Total: 25.4459 | LL: -22.4529 | CE: 9.9768
Iter 7 | Total: 24.5897 | LL: -21.5746 | CE: 10.0504
Iter 8 | Total: 23.8360 | LL: -20.7850 | CE: 10.1699
Iter 9 | Total: 23.1735 | LL: -20.0732 | CE: 10.3344
Iter 10 | Total: 22.5954 | LL: -19.4324 | CE: 10.5431
Iter 11 | Total: 22.0979 | LL: -18.8595 | CE: 10.7945
Iter 12 | Total: 21.6795 | LL: -18.3534 | CE: 11.0868
Iter 13 | Total: 21.3384 | LL: -17.9130 | CE: 11.4181
Iter 14 | Total: 21.0705 | LL: -17.5347 | CE: 11.7861
Iter 15 | Total: 20.8690 | LL: -17.2125 | CE: 12.1884
Iter 16 | Total: 20.7252 | LL: -16.9386 | CE: 12.6219
Iter 17 | Total: 20.6301 | LL: -16.7050 | CE: 13.0836
Iter 18 | Total: 20.5757 | LL: -16.5048 | CE: 13.5697
Iter 19 | Total: 20.5550 | LL: -16.3321 | CE: 14.0766
Iter 20 | Total: 20.5626 | LL: -16.1824 | CE: 14.6007
Iter 21 | Total: 20.5937 | LL: -16.0521 | CE: 15.1387
Iter 22 | Total: 20.6446 | LL: -15.9383 | CE: 15.6875
Iter 23 | Total: 20.7117 | LL: -15.8384 | CE: 16.2441
Iter 24 | Total: 20.7922 | LL: -15.7505 | CE: 16.8054
Iter 25 | Total: 20.8834 | LL: -15.6729 | CE: 17.3684
Iter 26 | Total: 20.9832 | LL: -15.6040 | CE: 17.9306
Iter 27 | Total: 21.0895 | LL: -15.5427 | CE: 18.4895
Iter 28 | Total: 21.2009 | LL: -15.4880 | CE: 19.0431
Iter 29 | Total: 21.3159 | LL: -15.4390 | CE: 19.5897
Iter 0 | Total: 43.1702 | LL: -40.1241 | CE: 10.1539
Iter 1 | Total: 35.2614 | LL: -32.2394 | CE: 10.0736
Iter 2 | Total: 31.4697 | LL: -28.4838 | CE: 9.9528
Iter 3 | Total: 29.3437 | LL: -26.3867 | CE: 9.8566
Iter 4 | Total: 27.8952 | LL: -24.9560 | CE: 9.7972
