/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Locked Random Seed: 44
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
/hpc/group/yizhanglab/vk93/sthd-codex/run_exp.py:105: FutureWarning: In the future, the default backend for leiden will be igraph instead of leidenalg.

 To achieve the future defaults please pass: flavor="igraph" and n_iterations=2.  directed must also be False to work with igraph's implementation.
  sc.tl.leiden(adata, resolution=1.0, key_added='vgae_leiden')
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:18,  3.43it/s]  3%|▎         | 2/64 [00:00<00:18,  3.40it/s]  5%|▍         | 3/64 [00:01<00:23,  2.56it/s]  6%|▋         | 4/64 [00:01<00:26,  2.24it/s]  8%|▊         | 5/64 [00:02<00:26,  2.24it/s]  9%|▉         | 6/64 [00:02<00:24,  2.33it/s] 11%|█         | 7/64 [00:03<00:28,  2.00it/s] 12%|█▎        | 8/64 [00:03<00:27,  2.04it/s] 14%|█▍        | 9/64 [00:04<00:27,  2.02it/s] 16%|█▌        | 10/64 [00:04<00:27,  1.99it/s] 17%|█▋        | 11/64 [00:05<00:27,  1.90it/s] 19%|█▉        | 12/64 [00:05<00:26,  1.95it/s] 20%|██        | 13/64 [00:06<00:25,  2.03it/s] 22%|██▏       | 14/64 [00:06<00:26,  1.92it/s] 23%|██▎       | 15/64 [00:07<00:25,  1.96it/s] 25%|██▌       | 16/64 [00:07<00:23,  2.05it/s] 27%|██▋       | 17/64 [00:08<00:21,  2.17it/s] 28%|██▊       | 18/64 [00:08<00:21,  2.10it/s] 30%|██▉       | 19/64 [00:09<00:23,  1.91it/s] 31%|███▏      | 20/64 [00:09<00:21,  2.02it/s] 33%|███▎      | 21/64 [00:09<00:19,  2.20it/s] 34%|███▍      | 22/64 [00:10<00:19,  2.20it/s] 36%|███▌      | 23/64 [00:11<00:22,  1.84it/s] 38%|███▊      | 24/64 [00:11<00:20,  1.95it/s] 39%|███▉      | 25/64 [00:12<00:19,  2.00it/s] 41%|████      | 26/64 [00:12<00:17,  2.11it/s] 42%|████▏     | 27/64 [00:12<00:16,  2.30it/s] 44%|████▍     | 28/64 [00:13<00:14,  2.52it/s] 45%|████▌     | 29/64 [00:13<00:13,  2.67it/s] 47%|████▋     | 30/64 [00:13<00:12,  2.82it/s] 48%|████▊     | 31/64 [00:14<00:11,  2.91it/s] 50%|█████     | 32/64 [00:14<00:11,  2.88it/s] 52%|█████▏    | 33/64 [00:14<00:11,  2.77it/s] 53%|█████▎    | 34/64 [00:15<00:13,  2.20it/s] 55%|█████▍    | 35/64 [00:15<00:13,  2.23it/s] 56%|█████▋    | 36/64 [00:16<00:12,  2.24it/s] 58%|█████▊    | 37/64 [00:17<00:14,  1.88it/s] 59%|█████▉    | 38/64 [00:17<00:13,  1.96it/s] 61%|██████    | 39/64 [00:18<00:13,  1.84it/s] 62%|██████▎   | 40/64 [00:18<00:12,  1.99it/s] 64%|██████▍   | 41/64 [00:19<00:12,  1.80it/s] 66%|██████▌   | 42/64 [00:20<00:13,  1.60it/s] 67%|██████▋   | 43/64 [00:20<00:12,  1.73it/s] 69%|██████▉   | 44/64 [00:20<00:10,  1.95it/s] 70%|███████   | 45/64 [00:21<00:09,  2.10it/s] 72%|███████▏  | 46/64 [00:21<00:08,  2.19it/s] 73%|███████▎  | 47/64 [00:22<00:08,  1.94it/s] 75%|███████▌  | 48/64 [00:22<00:08,  1.91it/s] 77%|███████▋  | 49/64 [00:23<00:07,  1.88it/s] 78%|███████▊  | 50/64 [00:23<00:07,  1.97it/s] 80%|███████▉  | 51/64 [00:24<00:07,  1.82it/s] 81%|████████▏ | 52/64 [00:24<00:06,  1.97it/s] 83%|████████▎ | 53/64 [00:25<00:05,  2.04it/s] 84%|████████▍ | 54/64 [00:25<00:04,  2.15it/s] 86%|████████▌ | 55/64 [00:26<00:03,  2.41it/s] 88%|████████▊ | 56/64 [00:26<00:03,  2.57it/s] 89%|████████▉ | 57/64 [00:26<00:02,  2.72it/s] 91%|█████████ | 58/64 [00:27<00:02,  2.84it/s] 92%|█████████▏| 59/64 [00:27<00:01,  2.93it/s] 94%|█████████▍| 60/64 [00:27<00:01,  2.72it/s] 95%|█████████▌| 61/64 [00:28<00:01,  2.61it/s] 97%|█████████▋| 62/64 [00:28<00:00,  2.41it/s] 98%|█████████▊| 63/64 [00:29<00:00,  2.39it/s]100%|██████████| 64/64 [00:30<00:00,  1.77it/s]100%|██████████| 64/64 [00:30<00:00,  2.13it/s]
Iter 0 | Total: 41.0105 | LL: -37.8141 | CE: 10.6547
Iter 1 | Total: 34.6741 | LL: -31.5004 | CE: 10.5789
Iter 2 | Total: 31.4513 | LL: -28.3151 | CE: 10.4538
Iter 3 | Total: 29.4772 | LL: -26.3737 | CE: 10.3451
Iter 4 | Total: 28.0376 | LL: -24.9581 | CE: 10.2651
Iter 5 | Total: 26.8760 | LL: -23.8099 | CE: 10.2204
Iter 6 | Total: 25.9048 | LL: -22.8391 | CE: 10.2189
Iter 7 | Total: 25.0904 | LL: -22.0101 | CE: 10.2674
Iter 8 | Total: 24.4106 | LL: -21.2996 | CE: 10.3702
Iter 9 | Total: 23.8443 | LL: -20.6859 | CE: 10.5280
Iter 10 | Total: 23.3715 | LL: -20.1498 | CE: 10.7388
Iter 11 | Total: 22.9760 | LL: -19.6762 | CE: 10.9992
Iter 12 | Total: 22.6458 | LL: -19.2543 | CE: 11.3052
Iter 13 | Total: 22.3724 | LL: -18.8766 | CE: 11.6529
Iter 14 | Total: 22.1495 | LL: -18.5379 | CE: 12.0385
Iter 15 | Total: 21.9721 | LL: -18.2344 | CE: 12.4587
Iter 16 | Total: 21.8360 | LL: -17.9629 | CE: 12.9104
Iter 17 | Total: 21.7375 | LL: -17.7204 | CE: 13.3903
Iter 18 | Total: 21.6728 | LL: -17.5043 | CE: 13.8950
Iter 19 | Total: 21.6383 | LL: -17.3121 | CE: 14.4209
Iter 20 | Total: 21.6307 | LL: -17.1414 | CE: 14.9644
Iter 21 | Total: 21.6468 | LL: -16.9902 | CE: 15.5218
Iter 22 | Total: 21.6835 | LL: -16.8566 | CE: 16.0896
Iter 23 | Total: 21.7379 | LL: -16.7388 | CE: 16.6636
Iter 24 | Total: 21.8072 | LL: -16.6351 | CE: 17.2402
Iter 25 | Total: 21.8885 | LL: -16.5438 | CE: 17.8155
Iter 26 | Total: 21.9794 | LL: -16.4635 | CE: 18.3865
Iter 27 | Total: 22.0779 | LL: -16.3927 | CE: 18.9506
Iter 28 | Total: 22.1821 | LL: -16.3303 | CE: 19.5058
Iter 29 | Total: 22.2905 | LL: -16.2753 | CE: 20.0509
Iter 0 | Total: 41.4420 | LL: -38.3418 | CE: 10.3339
Iter 1 | Total: 35.1640 | LL: -32.0897 | CE: 10.2478
Iter 2 | Total: 31.7034 | LL: -28.6739 | CE: 10.0983
Iter 3 | Total: 29.4867 | LL: -26.4979 | CE: 9.9625
Iter 4 | Total: 27.8685 | LL: -24.9100 | CE: 9.8616
Iter 5 | Total: 26.5942 | LL: -23.6526 | CE: 9.8055
Iter 6 | Total: 25.5634 | LL: -22.6234 | CE: 9.8001
Iter 7 | Total: 24.7259 | LL: -21.7711 | CE: 9.8493
Iter 8 | Total: 24.0440 | LL: -21.0579 | CE: 9.9537
Iter 9 | Total: 23.4869 | LL: -20.4532 | CE: 10.1122
Iter 10 | Total: 23.0296 | LL: -19.9332 | CE: 10.3216
Iter 11 | Total: 22.6536 | LL: -19.4801 | CE: 10.5783
Iter 12 | Total: 22.3448 | LL: -19.0812 | CE: 10.8785
Iter 13 | Total: 22.0928 | LL: -18.7272 | CE: 11.2186
Iter 14 | Total: 21.8895 | LL: -18.4109 | CE: 11.5953
Iter 15 | Total: 21.7285 | LL: -18.1269 | CE: 12.0054
Iter 16 | Total: 21.6045 | LL: -17.8707 | CE: 12.4461
Iter 17 | Total: 21.5135 | LL: -17.6391 | CE: 12.9145
Iter 18 | Total: 21.4521 | LL: -17.4299 | CE: 13.4073
Iter 19 | Total: 21.4179 | LL: -17.2416 | CE: 13.9211
Iter 20 | Total: 21.4087 | LL: -17.0730 | CE: 14.4524
Iter 21 | Total: 21.4221 | LL: -16.9229 | CE: 14.9974
Iter 22 | Total: 21.4558 | LL: -16.7901 | CE: 15.5523
Iter 23 | Total: 21.5070 | LL: -16.6731 | CE: 16.1129
Iter 24 | Total: 21.5729 | LL: -16.5703 | CE: 16.6754
Iter 25 | Total: 21.6511 | LL: -16.4802 | CE: 17.2362
Iter 26 | Total: 21.7389 | LL: -16.4011 | CE: 17.7928
Iter 27 | Total: 21.8345 | LL: -16.3316 | CE: 18.3428
Iter 28 | Total: 21.9359 | LL: -16.2705 | CE: 18.8846
Iter 29 | Total: 22.0417 | LL: -16.2165 | CE: 19.4171
Iter 0 | Total: 36.0264 | LL: -32.9341 | CE: 10.3077
Iter 1 | Total: 31.9967 | LL: -28.9263 | CE: 10.2345
Iter 2 | Total: 29.4820 | LL: -26.4530 | CE: 10.0967
Iter 3 | Total: 27.7220 | LL: -24.7214 | CE: 10.0018
Iter 4 | Total: 26.3773 | LL: -23.3833 | CE: 9.9802
Iter 5 | Total: 25.3054 | LL: -22.2927 | CE: 10.0426
Iter 6 | Total: 24.4367 | LL: -21.3790 | CE: 10.1924
Iter 7 | Total: 23.7272 | LL: -20.5987 | CE: 10.4283
Iter 8 | Total: 23.1466 | LL: -19.9231 | CE: 10.7449
Iter 9 | Total: 22.6742 | LL: -19.3337 | CE: 11.1347
Iter 10 | Total: 22.2952 | LL: -18.8183 | CE: 11.5895
Iter 11 | Total: 21.9971 | LL: -18.3667 | CE: 12.1013
Iter 12 | Total: 21.7688 | LL: -17.9699 | CE: 12.6630
Iter 13 | Total: 21.6008 | LL: -17.6203 | CE: 13.2683
Iter 14 | Total: 21.4847 | LL: -17.3111 | CE: 13.9120
Iter 15 | Total: 21.4138 | LL: -17.0370 | CE: 14.5894
Iter 16 | Total: 21.3822 | LL: -16.7936 | CE: 15.2954
Iter 17 | Total: 21.3849 | LL: -16.5775 | CE: 16.0246
Iter 18 | Total: 21.4175 | LL: -16.3864 | CE: 16.7704
Iter 19 | Total: 21.4760 | LL: -16.2185 | CE: 17.5251
